PCardID,PName,Sex,Age
220523201405122510,李荧                ,1,6
22052419310102235X,沈雅元              ,1,89
220524193504224343,刘万平              ,0,85
22052419621003226X,蔡莉                ,0,58
220524197508092833,华泽玺              ,1,45
220524198311263592,李涛                ,1,37
220524198606242406,曾晓雯              ,0,34
220524198608024971,兰拉成              ,1,34
220524198802092054,杨岸                ,1,32
220524199305261616,蔡谦华              ,1,27
220524199910173462,姚欢                ,0,21
220524200308022827,禹丽萍              ,0,17
220524200602250732,练清                ,1,14
220524201307052164,赵立勤              ,0,7
220581193108283031,吴俊贤              ,1,89
220581195008250266,曹艳                ,0,70
220581195505253492,田素华              ,1,65
220581195511144401,张萃                ,0,65
220581195808173502,朱蓉                ,0,62
220581196106222810,宋春超              ,1,59
220581196710204846,刘媛媛              ,0,53
220581199110072978,许林玉              ,1,29
220582193301181455,姚春林              ,1,87
220582194011161493,陶显峰              ,1,80
22058219420813160X,沈春燕              ,0,78
220582194402274882,崔龙琴              ,0,76
220582195003163936,高彪                ,1,70
220582196904011360,柴菲                ,0,51
220582197303264658,江斌郁              ,1,47
220582198111133252,马仲光              ,1,39
220582199301291651,李勇志              ,1,27
220582200605114756,俞伟才              ,1,14
220602193701141317,金水华              ,1,83
22060219430514377X,刘拼拼              ,1,77
220602194607202499,王鑫                ,1,74
220602196712013365,梁美艳              ,0,53
220602196808313370,邱竹                ,1,52
220602198704161201,高丽                ,0,33
220602199110033274,匡荣                ,1,29
220602199806272441,任妍                ,0,22
220602200604012567,顾银兰              ,0,14
220602200710310605,鲁蕾                ,0,13
22060519351224114X,周新梅              ,0,85
220605195511292323,孙颖                ,0,65
220605195708121691,王延铭              ,1,63
220605197105012735,龙配宇              ,1,49
220605199310290813,陈洁锋              ,1,27
220605200010080852,班大林              ,1,20
220605200611113461,杨素洁              ,0,14
220605200907233470,张文杰              ,1,11
220605200912033211,徐天方              ,1,11
220605201607202546,莫丽香              ,0,4
220605201707164639,阚光明              ,1,3
220621193805290770,廖华国              ,1,82
220621194209204471,张永东              ,1,78
220621195008283155,史有录              ,1,70
220621195009292272,兰永上              ,1,70
220621196011054497,金胜军              ,1,60
220621196401294592,郭慰                ,1,56
220621198708184573,胡光森              ,1,33
220621199208234647,鲁莉                ,0,28
220621199301083724,赵思莹              ,0,27
22062120021219011X,周励                ,1,18
220621200806221614,周连志              ,1,12
220622194201033491,多欣悦              ,1,78
220622194211111625,许斯婕              ,0,78
22062219460505191X,唐鸣                ,1,74
220622195312080930,韩严冬              ,1,67
220622195610201403,杜真                ,0,64
220622196310261724,谈娜                ,0,57
220622196405134832,殷铭                ,1,56
220622196710163672,钟友东              ,1,53
22062219721008047X,樊习伟              ,1,48
220622197906213031,李雪丰              ,1,41
220622198007152479,郑行禄              ,1,40
220622199406093781,曲琳琳              ,0,26
220622200405114857,沙君杰              ,1,16
220622200904152081,李虹霞              ,0,11
220623193307070997,杨乾                ,1,87
220623193307232271,彭艳华              ,1,87
220623197801164639,林国兵              ,1,42
220623198902122168,汪伟琴              ,0,31
220623199912193845,谢海英              ,0,21
220623200608114570,白勇                ,1,14
220623200608312219,马战争              ,1,14
220623201612033751,李东雄              ,1,4
220681193709223769,林汉英              ,0,83
220681197406301991,余艺                ,1,46
220681199106290177,张野                ,1,29
220681200302092130,何亚东              ,1,17
220681200906161256,王秀华              ,1,11
220702193211254322,朱芹芹              ,0,88
220702193403034893,廖樊顺              ,1,86
220702193604240044,梁欢                ,0,84
220702194308302532,严明                ,1,77
220702194809184351,吕清良              ,1,72
220702195708062923,黄卫红              ,0,63
22070219600820434X,杨雪梅              ,0,60
220702196401023019,金伏凡              ,1,56
220702196510263265,刘笑                ,0,55
220702198907022020,吴林凤              ,0,31
220702200306150633,魏剑达              ,1,17
220702201706050484,符永青              ,0,3
220721194511284965,宋爱玲              ,0,75
220721194803083129,李美彩              ,0,72
220721195107053895,李志                ,1,69
220721195810243842,张桂娟              ,0,62
220721196403191285,王梅                ,0,56
220721197401102036,屈仙华              ,1,46
220721197412070869,张蓓                ,0,46
220721197601064505,黎莹                ,0,44
220721198104113083,朱菊                ,0,39
220721199105180522,宿蓓蓓              ,0,29
220721199809111584,文晓斐              ,0,22
220721199906132563,周小敏              ,0,21
220721200907304676,胡德信              ,1,11
22072120161124498X,崔焕琼              ,0,4
220722193902232697,林子星              ,1,81
220722193912012508,蔡韫娴              ,0,81
220722194105263495,何幸福              ,1,79
220722194511263116,舒勇                ,1,75
220722194611210775,谭祥军              ,1,74
220722194906302474,陈守荣              ,1,71
22072219820715399X,代苏杰              ,1,38
220722198606281315,陈长庚              ,1,34
220722198909260693,向枚                ,1,31
220722199201151453,黄取宝              ,1,28
220722200105190191,杨嵘                ,1,19
220722201301271516,王建粉              ,1,7
220722201303240641,刘梦瑾              ,0,7
220722201710163321,张金芝              ,0,3
220723193305084979,庄子彬              ,1,87
220723194108244923,徐芳                ,0,79
220723195607120591,王小径              ,1,64
220723196912054062,杜孝兰              ,0,51
220723197303262549,徐正芳              ,0,47
220723197809100934,李文武              ,1,42
22072319911030131X,朱雄辉              ,1,29
22072319921025475X,方军                ,1,28
220723199501181116,孙星星              ,1,25
220723200007191234,刘志群              ,1,20
220723200603271513,凌赟                ,1,14
220723200803284239,申振泉              ,1,12
220723200811100639,刘娅川              ,1,12
220723201101220825,葛兰                ,0,9
220723201302163572,陈大伟              ,1,7
220781193010234451,易科宇              ,1,90
220781193702283991,倪思思              ,1,83
220781193906182156,王朝廷              ,1,81
220781196802284477,屠军飞              ,1,52
220781198408302218,常万众              ,1,36
220781198804024643,张正慧              ,0,32
220781198804133698,潘群                ,1,32
220781199906174516,张士杰              ,1,21
220781200212034645,陶瑞琼              ,0,18
220781200212141555,周斯翔              ,1,18
220802193503214037,朱坚波              ,1,85
220802193506294060,吴丽君              ,0,85
220802194708302596,彭伟成              ,1,73
220802195303114380,苏妙蓉              ,0,67
220802196704112970,党平业              ,1,53
220802198708040942,王明晶              ,0,33
220802199912051731,杨月锋              ,1,21
220802200506022498,金炜                ,1,15
220802200701044860,郭媛媛              ,0,13
22082119390119427X,党宗彦              ,1,81
220821198212061933,王晓伟              ,1,38
22082119891216153X,石莹祺              ,1,31
220822194108070563,陈春梅              ,0,79
220822195307060725,夏菊红              ,0,67
220822196208212337,徐永春              ,1,58
22082219701013426X,朱登霞              ,0,50
220822197803010099,程伟军              ,1,42
220822199811190973,陈仕清              ,1,22
220822200905271825,杨艳平              ,0,11
220822201505192639,王俊生              ,1,5
220822201512022531,龚华                ,1,5
220881193905293909,李明香              ,0,81
220881194806153518,任扣锁              ,1,72
220881196802174513,张德永              ,1,52
220881199008124010,孟献洲              ,1,30
220881200301052197,白晓东              ,1,17
220881200903182634,沈家富              ,1,11
220881201405080795,康孝先              ,1,6
220882194909294520,梁书娇              ,0,71
22088219590710090X,叶俏仪              ,0,61
220882196212113127,林菲菲              ,0,58
220882196510080714,贾海涛              ,1,55
220882198609213256,严朝晖              ,1,34
220882200406134363,李改平              ,0,16
222401193012270513,项秉超              ,1,90
222401194009072326,韩怡                ,0,80
22240119600304434X,钱莉燕              ,0,60
222401196511290969,徐晓岚              ,0,55
222401200801132941,顾芳                ,0,12
22240120130620413X,王程龙              ,1,7
222401201406300970,麻钊伟              ,1,6
222402193311283169,徐菁                ,0,87
222402194812102332,蒋武孟              ,1,72
222402196605142920,谢晓卉              ,0,54
222402196611304412,周杰                ,1,54
22240219731201089X,张金                ,1,47
222402197709224458,蒋旺                ,1,43
222402197908050219,翁振佳              ,1,41
222402198111101204,聂红英              ,0,39
222402198501070618,梁彦民              ,1,35
222402198509221476,许江衡              ,1,35
222402199709272758,鲁建明              ,1,23
222402200601044337,李键                ,1,14
222402201501122566,夏丽红              ,0,5
222403193410142376,苏言                ,1,86
222403193809053316,郭添                ,1,82
222403193912052717,于银秋              ,1,81
222403195604243131,贺鑫                ,1,64
222403195606211379,王金怀              ,1,64
22240319641122481X,沈吉文              ,1,56
222403197001141346,赵金贞              ,0,50
22240319700814016X,杜春艳              ,0,50
222403197210152332,李凡凡              ,1,48
222403197705234049,范蓓                ,0,43
222403198002012540,王海平              ,0,40
222403198405311254,谭代明              ,1,36
222403198806164996,吴炳坤              ,1,32
222403199402244636,王攸                ,1,26
222403199908202740,宋逸君              ,0,21
222403200904192405,谭文姬              ,0,11
222403201307073269,唐金兰              ,0,7
222404194604244101,林爱珠              ,0,74
222404195304224226,夏春艳              ,0,67
222404198405093142,汪智敏              ,0,36
222404198901041771,康献军              ,1,31
222404200006054648,郭银霞              ,0,20
222404201510172541,张君                ,0,5
222405194902131451,胡玮                ,1,71
222405198007021537,朱建军              ,1,40
222405198711201179,华宣伟              ,1,33
222405198808053774,孙建军              ,1,32
22240520110416135X,蔡碧瑜              ,1,9
222405201605304881,曾樱                ,0,4
222406193210090064,刘秀                ,0,88
222406194109161811,张琦                ,1,79
222406195301192110,马飞杰              ,1,67
222406196305190459,张建军              ,1,57
222406196604254619,吕德忠              ,1,54
222406198011154160,郗安兰              ,0,40
222406198304084274,郭剑                ,1,37
222406199111213572,李伟龙              ,1,29
222406199509104675,陈水清              ,1,25
222406199707104158,方梁                ,1,23
222406200210204212,杜晓建              ,1,18
222406200807281018,李道春              ,1,12
222424193412183747,沈海平              ,0,86
222424194710051907,易继凤              ,0,73
222424195701062377,韩晓金              ,1,63
222424195701170706,刘湘婷              ,0,63
222424197111244452,刘询                ,1,49
222424197201283850,吕家兴              ,1,48
222424197207120219,吴储仍              ,1,48
222424197410213410,陈奕基              ,1,46
222424201604260361,蔡瑞英              ,0,4
22242619350429341X,黎永豪              ,1,85
222426193711182069,胡小丽              ,0,83
222426194706180143,冯玲芬              ,0,73
222426196801260618,李金岭              ,1,52
222426197804252538,田森                ,1,42
222426198609163075,邹继超              ,1,34
222426199404191536,王建军              ,1,26
222426200405260850,袁志明              ,1,16
222426201211214316,杨永亮              ,1,8
230102195410062575,梁建阳              ,1,66
230102196705042322,谢平                ,0,53
230102198312134057,李晓辰              ,1,37
230102198411170897,吴毅杰              ,1,36
230102198801093604,程桂芳              ,0,32
230102201508211442,章莹                ,0,5
230103193205122185,王红红              ,0,88
230103193401170117,赖昌培              ,1,86
230103193510092250,林碧缘              ,1,85
230103195802042377,李新舟              ,1,62
230103196712202589,别桂敏              ,0,53
230103197810040872,黄贤文              ,1,42
230103199101200879,张鑫                ,1,29
230103199411212349,丁婕                ,0,26
230104195201081502,周玉勤              ,0,68
230104195501280976,崔晓庆              ,1,65
230104195603180685,鲁婷                ,0,64
230104197104092030,柳慧奇              ,1,49
230104197703184324,赵海霞              ,0,43
230104198701123071,陈矛                ,1,33
230104199502163171,余其京              ,1,25
230104200905284758,蔡建超              ,1,11
23010819310520189X,徐鑫                ,1,89
230108195707080756,杜宁                ,1,63
230108197705141972,石志远              ,1,43
230108198912220504,吴仙珠              ,0,31
230108200304061765,刘翠翠              ,0,17
230108201401290097,邱君成              ,1,6
230108201603080389,沈海燕              ,0,4
230109193507162981,吴茜                ,0,85
230109194003130235,叶学民              ,1,80
230109198607090826,张婉蓉              ,0,34
230109198910312495,杨石侠              ,1,31
230109199002224494,任鸾                ,1,30
230109200202181105,张水妹              ,0,18
23010920060706074X,桂晓婷              ,0,14
230109201012132454,陈承方              ,1,10
230110193503121512,王昌权              ,1,85
230110194208193577,刘建华              ,1,78
230110194303161872,吴群峰              ,1,77
23011019450318207X,李家防              ,1,75
230110195006054944,李士喜              ,0,70
230110195308031967,贝春燕              ,0,67
230110197209281417,唐科军              ,1,48
230110198106282438,胡小宁              ,1,39
230110198109103028,张桂英              ,0,39
230110199212282890,余建华              ,1,28
230110200912043669,张叶青              ,0,11
230110201405123212,李欣                ,1,6
230110201610212679,李国强              ,1,4
230111194005083454,郑英臣              ,1,80
230111194705283115,陈艺苑              ,1,73
230111197907063253,廖义祥              ,1,41
230112193505180519,潘宏伟              ,1,85
230112193903291716,尚锟                ,1,81
230112195512163580,咸利平              ,0,65
230112195905021073,魏秋云              ,1,61
230112198609060856,杜喜春              ,1,34
230112199404142879,朱春荣              ,1,26
230112200601272993,于啸鹏              ,1,14
23011319310405223X,郭荣华              ,1,89
230113193112122648,陈树芳              ,0,89
230113194104290750,周聪                ,1,79
23011319720217479X,郑君波              ,1,48
230113197801084438,谢小康              ,1,42
230113197811252474,虞水民              ,1,42
230113199604210000,江丹红              ,0,24
230113200506153052,陈江                ,1,15
230113200810022903,马斐                ,0,12
230113201207214075,孙金员              ,1,8
230113201502202093,侯泊涵              ,1,5
230123193110012456,马凤先              ,1,89
230123193210172860,王竹婷              ,0,88
230123194203172138,李玉华              ,1,78
230123194507072603,尹雪娟              ,0,75
230123196309191627,吴梦瑶              ,0,57
230123197602094361,廖光霞              ,0,44
230123198003201553,陈娴佳              ,1,40
230123198011060156,韦华                ,1,40
230123198604184322,刘馨晶              ,0,34
230123198701051150,黄国超              ,1,33
230123199711172444,王松勤              ,0,23
230124193201244064,商小敏              ,0,88
230124195409091211,张茂俊              ,1,66
230124197511051258,丁思宇              ,1,45
230124199112143891,浦国军              ,1,29
23012419980512225X,江汝劲              ,1,22
230124200003093333,曹开云              ,1,20
23012420011017469X,何建强              ,1,19
230125193102060696,孔祥勇              ,1,89
23012519391205401X,沈海丰              ,1,81
230125196011150905,相小曼              ,0,60
23012519650930369X,李红飞              ,1,55
230125199406192556,卞云开              ,1,26
230125199805123822,唐薇                ,0,22
230125200005160970,陈竞生              ,1,20
230125201305192995,白巨星              ,1,7
230126193206161586,夏慧珠              ,0,88
230126193304270399,孔志强              ,1,87
230126194703242226,王春香              ,0,73
230126196503191304,涂晓红              ,0,55
230126200701290652,陈文锋              ,1,13
230126201306274913,仲兴兵              ,1,7
230126201408194690,谢剑焕              ,1,6
230127193405074553,李宏宇              ,1,86
230127194702192251,何长林              ,1,73
23012719540921193X,张功进              ,1,66
230127196005174305,高静                ,0,60
230127196201061551,王安全              ,1,58
230127196801312334,曹昭富              ,1,52
230127196909021352,姚野                ,1,51
230127199212134617,袁哲                ,1,28
230127201411103696,张俊伟              ,1,6
230128193203051843,承丽君              ,0,88
230128193402034456,代焕文              ,1,86
230128194508021674,孙继新              ,1,75
23012819521022035X,吴霄                ,1,68
230128196611050149,任荣桂              ,0,54
230128201408014031,张维鹏              ,1,6
230129194204241527,王青                ,0,78
230129195908090290,程涛                ,1,61
230129196808080495,柳明明              ,1,52
230129197501191056,陈严斌              ,1,45
230129198010113250,吴新建              ,1,40
230129198609032211,薛世利              ,1,34
230129198701054907,刘卫平              ,0,33
23012919930908337X,宋银超              ,1,27
230129200003244594,张振军              ,1,20
23012920050119485X,蔡冰川              ,1,15
230129201604271998,胡建伟              ,1,4
230129201609181473,陈远锋              ,1,4
230183195303300003,马国莲              ,0,67
230183196302230191,李婉缘              ,1,57
230183197712022998,陈虎                ,1,43
230183197802182741,唐敏                ,0,42
230183200301092398,张彩云              ,1,17
230184193012063615,王巍                ,1,90
230184193604290125,刘跃平              ,0,84
230184193704151106,陆亚燕              ,0,83
230184193902212512,刘海波              ,1,81
230184194502131638,顾仁柏              ,1,75
230184194507193950,徐大岭              ,1,75
230184194706194761,嵇玲玲              ,0,73
230184198009104917,盛开武              ,1,40
230184201406243480,马雪茹              ,0,6
230202194003144216,杜苗辉              ,1,80
230202196008101695,陈宪瑞              ,1,60
230202196405102907,李玉萍              ,0,56
230202198011110487,梁田英              ,0,40
230202199208123171,段炼                ,1,28
230202199312150532,毕泗迁              ,1,27
230202199404152826,王厦冰              ,0,26
230202200907114499,毛鹏轩              ,1,11
230202201010222545,丁洪艳              ,0,10
230203196903160639,许健                ,1,51
230203197511082090,魏兴会              ,1,45
230204193204093775,曹凤军              ,1,88
230204193701084036,谌华波              ,1,83
230204193709300637,张德祥              ,1,83
230204197709062497,卜秋玉              ,1,43
230204198212092185,陈辉琴              ,0,38
23020419910402469X,张海虎              ,1,29
230204200107021609,曾晓梅              ,0,19
230204201403043313,施杰                ,1,6
230205193204171530,阮伟                ,1,88
230205193905261993,石林                ,1,81
230205196511222370,项秋圆              ,1,55
230205196803283714,林煜圳              ,1,52
230205196911100532,张琼华              ,1,51
230205197810311829,章春芝              ,0,42
230205199908074314,庞红影              ,1,21
230206193408181577,赵显风              ,1,86
23020619501105320X,焦美红              ,0,70
230206197203041739,生芳超              ,1,48
230206198805150953,刘汉裕              ,1,32
230207193705293555,黎晋                ,1,83
230207194004234565,朱六妹              ,0,80
230207194809102236,唐刚                ,1,72
230207196912104335,王征                ,1,51
230207197302151892,高林强              ,1,47
230207198811200431,司秀勇              ,1,32
230207198903024164,郭士红              ,0,31
230207199508284198,马健                ,1,25
230207199711231307,朱彦珍              ,0,23
230207201606111020,王小凤              ,0,4
23020819370609364X,尹雅萍              ,0,83
230208193903080370,付碧华              ,1,81
230208194608040207,吴兆慧              ,0,74
230208195012200518,邱惠明              ,1,70
230208195501220763,唐晓梅              ,0,65
230208195701052485,李红梅              ,0,63
230208197107271473,邢辉                ,1,49
230208198112093135,周阳                ,1,39
230208201003034165,王洪娣              ,0,10
230208201206144030,赖玲亚              ,1,8
230221193504043557,李同岩              ,1,85
230221197003253079,孙伉俪              ,1,50
230221197008304437,万小刚              ,1,50
230221197309183763,刘经荭              ,0,47
230221198907071985,冯裕英              ,0,31
230223193408183931,赵凌云              ,1,86
230223193601174885,祝茂萍              ,0,84
230223197004151544,王燕琼              ,0,50
230223197012040991,何列文              ,1,50
230223199002051952,仲爱华              ,1,30
230223201004192409,余明钗              ,0,10
230224194105283637,姚蒋晨              ,1,79
230224194108184191,周学庆              ,1,79
230224194606073953,贾玉峰              ,1,74
230224194712014092,高军昌              ,1,73
230224196404272005,夏瑾璇              ,0,56
230224196607234818,李沛淙              ,1,54
230224197209112916,侯向龙              ,1,48
230224197306102576,焦诚                ,1,47
230224198510232081,周美凤              ,0,35
230224199007314498,陈利斌              ,1,30
230224199409182635,徐方建              ,1,26
230225193109201370,李硕                ,1,89
230225193208300059,吴育良              ,1,88
230225195010204140,刘钰茜              ,0,70
230225196204074641,倪维珍              ,0,58
230225197808050354,刘恩东              ,1,42
230227194801154504,阮祠娟              ,0,72
230227195306222615,胡顺斌              ,1,67
230227195312014767,曹燕                ,0,67
230227195606170132,许晓云              ,1,64
230227196709081479,郑志东              ,1,53
230227196912070476,周嘉南              ,1,51
230227197502252466,吴莹                ,0,45
230227198109172368,叶泽萍              ,0,39
230227199805123222,赵军芳              ,0,22
230227200212233384,廖才慧              ,0,18
230227201702064805,季晓丹              ,0,3
2302291948072599 8,窦凤祥              ,1,72
230229195411062994,聂鑫                ,1,66
23022919610415245X,柳洪军              ,1,59
230229196312024305,乔莉莉              ,0,57
230229197205174265,李传勤              ,0,48
230229198111260378,顾欢旺              ,1,39
230229199208054196,陈乃兴              ,1,28
230229199910211411,黄民                ,1,21
230229200502284991,胡文涛              ,1,15
230230195001241813,陈洁荣              ,1,70
230230195202200700,徐曼                ,0,68
230230195305103698,吴庆东              ,1,67
23023019570510389X,徐贵春              ,1,63
230230196602284151,朱渊                ,1,54
230230199005092315,李木泉              ,1,30
230230199204243139,彰大为              ,1,28
230230199306114442,廖君英              ,0,27
230230199609013550,芦旭                ,1,24
230230199908233422,罗霞                ,0,21
230230200110243301,葛跃平              ,0,19
230231193310043789,王自平              ,0,87
230231194106043671,谢健才              ,1,79
23023119520216235X,何培若              ,1,68
230231196512024010,张弘涛              ,1,55
230231197505243594,马健鹏              ,1,45
23023119760711235X,周宁                ,1,44
230281193005241299,汪新保              ,1,90
230281193308041884,朱姗姗              ,0,87
230281194902050673,严佳奇              ,1,71
230281196402011714,王新龙              ,1,56
230281197901210106,肖艳红              ,0,41
230281198010211441,邱少君              ,0,40
230281199906132409,侯念美              ,0,21
230281200009194971,黄驾瀛              ,1,20
230302194002161378,刘利群              ,1,80
230302195908311576,史留义              ,1,61
230302196311100703,彭洁                ,0,57
230302197510191091,王斯亮              ,1,45
230302200506233492,吴政勇              ,1,15
230302201709023713,许可                ,1,3
23030319340615095X,王珏                ,1,86
230303194109071950,熊迪伟              ,1,79
230303195310244731,于志毅              ,1,67
230303196702201153,严冬                ,1,53
230303197110142991,肖单                ,1,49
230303198101181715,谭材林              ,1,39
230303198204222794,张基                ,1,38
230303198211280933,潘国峰              ,1,38
230303199007182687,吴海蓉              ,0,30
230304193712114005,林淑燕              ,0,83
230304193810253789,龚萍                ,0,82
230304194606141776,杨玮                ,1,74
230304196912091198,胡建治              ,1,51
230304198203250802,王一娇              ,0,38
230305193207301981,戴红莲              ,0,88
230305197608242853,张养华              ,1,44
230305197701172060,姚冰玲              ,0,43
230305197704102092,张雄伟              ,1,43
230305198903072126,毛华丽              ,0,31
230306193707101931,陈凌                ,1,83
230306194509081356,袁铭佚              ,1,75
230306195005303589,朱蕾                ,0,70
230306195905020541,李秀芳              ,0,61
230306195909194274,程迅                ,1,61
230306196005211179,杨光                ,1,60
230306197604034674,冯辉                ,1,44
230306197604130324,张燕婷              ,0,44
230306198603300250,黄立峰              ,1,34
230306200906210447,陆晓洁              ,0,11
230306201004054910,谭可矿              ,1,10
230306201212081016,何银波              ,1,8
230307194109124077,张丽波              ,1,79
230307194209203813,崔其森              ,1,78
230307195303224519,冯宗方              ,1,67
230307195903314235,李洮东              ,1,61
23030719630405187X,张庆瑞              ,1,57
230307197511023956,徐军辉              ,1,45
230307198702052842,贾建霞              ,0,33
230307199806231786,诸彩英              ,0,22
230307201509052554,谢煜成              ,1,5
230321195904060545,金娜                ,0,61
230321199402151429,翁琳                ,0,26
230381193206063914,丁恒辉              ,1,88
230381194406174357,代刚                ,1,76
23038119450515073X,陶水泉              ,1,75
230381196604261602,巩向丹              ,0,54
230381199712212174,盛友法              ,1,23
230381200904112309,廖丽欢              ,0,11
230382193007272533,魏筱梵              ,1,90
230382194501083599,冯兵                ,1,75
230382194606223199,杨培军              ,1,74
230382195704111005,路义璐              ,0,63
230382196808152180,王海红              ,0,52
230382197111150470,张益祥              ,1,49
230382198501272814,张驯                ,1,35
230402193201262738,刘坚                ,1,88
230402193803211428,宋立霞              ,0,82
230402194201054044,李秀兰              ,0,78
23040219421111299X,赵长余              ,1,78
230402194601153594,王若宁              ,1,74
230402194710040847,陈艳红              ,0,73
230402196809210083,鞠美丽              ,0,52
230402197612081235,高毓武              ,1,44
230402197903221605,王涓                ,0,41
230402201012171519,陈思思              ,1,10
23040319330904304X,柳菁                ,0,87
230403194102133923,王春红              ,0,79
230403194304230721,于华香              ,0,77
230403195207024090,倪煜育              ,1,68
230403195402182676,周高                ,1,66
230403196801210309,王晓红              ,0,52
23040319690223051X,杨国江              ,1,51
230403201001143009,马俊英              ,0,10
230403201309200268,何莺莺              ,0,7
230404194202103410,王学昆              ,1,78
230404195305101578,应杰                ,1,67
230404195907031538,关君伟              ,1,61
230404196602234267,朱芳卉              ,0,54
230404197212144287,顾支静              ,0,48
23040419740917181X,刘珍云              ,1,46
230404198102050110,葛兴东              ,1,39
230404198404021374,阎建明              ,1,36
230404198811082748,吴希妮              ,0,32
230404200503301996,郑新权              ,1,15
230405193409191544,张静娴              ,0,86
230405194607231919,董林                ,1,74
230405194906250888,俞菲                ,0,71
23040519590902061X,秦好鹏              ,1,61
230405196001292679,张永春              ,1,60
230405196104134921,张梅                ,0,59
230405196108260482,陈霏钰              ,0,59
230405196604051401,李菲                ,0,54
230405200807253504,刘财兰              ,0,12
230406195504101258,许秀聪              ,1,65
230406196007281360,薛永晓              ,0,60
230406198803200356,戴林                ,1,32
230406198903094722,夏文香              ,0,31
230406200111133842,毛菊花              ,0,19
230406201011222498,潘兆光              ,1,10
230406201212143630,范升                ,1,8
230407194001080821,欧阳育兰            ,0,80
230407194707212021,王大兰              ,0,73
23040719520120028X,荆玉倩              ,0,68
230407195902094088,钟佩怡              ,0,61
230407196201032225,顾燕                ,0,58
230407197502022279,张茂                ,1,45
230407197607041337,刘建成              ,1,44
230407198407271490,沈彬                ,1,36
230407198706090438,王三军              ,1,33
230407200002210219,陈玲党              ,1,20
230421193008261839,郑弦                ,1,90
230421193408120875,马永林              ,1,86
230421193504163875,时启龙              ,1,85
230421194310223803,孙梅花              ,0,77
230421195804051014,顾新春              ,1,62
230421196203213983,徐佳晶              ,0,58
230421196506154458,孙涛                ,1,55
230421196507161211,何志泉              ,1,55
230421196702234420,李春兰              ,0,53
230421197507132634,田辉                ,1,45
230421198009130913,梁菊云              ,1,40
230421198204114548,施敏芳              ,0,38
230421199903260901,黄媛芳              ,0,21
230421200206132301,陆洁                ,0,18
23042120140318376X,吴才红              ,0,6
230422193604170411,金莉育              ,1,84
230422195011042376,崔毅                ,1,70
230422196711061193,任珊亭              ,1,53
230422196806171897,张晓刚              ,1,52
230422196810250440,孙文莲              ,0,52
230422197311192017,王水良              ,1,47
230422197405164287,刘长桂              ,0,46
230422197412024274,魏向强              ,1,46
230422198211231159,顾晨                ,1,38
230422199212242874,练润丰              ,1,28
230422199307222155,严诚生              ,1,27
230422199607200134,谭秀雄              ,1,24
230422199710070171,张茂森              ,1,23
230422200002050896,赵甜                ,1,20
230422200909134035,鞠宏斌              ,1,11
230422201204031380,盖君                ,0,8
230502193304153556,马西安              ,1,87
230502193501212252,杜超达              ,1,85
230502193506192342,杜玲玲              ,0,85
230502193512114965,刘晓倩              ,0,85
230502193907062776,吴文斌              ,1,81
230502193907272554,陆维                ,1,81
230502194408293128,陈红霞              ,0,76
230502195203040367,徐友梅              ,0,68
230502195302012310,黄诚惕              ,1,67
230502196112112876,陈豫锋              ,1,59
230502196804030927,韩海红              ,0,52
230502197204283407,刘典英              ,0,48
230502197211211276,汪永忠              ,1,48
230502198409143875,严松龄              ,1,36
23050219930509409X,候晨阳              ,1,27
230502200301141915,方筱                ,1,17
230502201707123164,王晶莹              ,0,3
230503193405023511,梁建明              ,1,86
230503196505143100,蔡琴燕              ,0,55
23050319770830217X,林秀明              ,1,43
230503199811070812,曾为                ,1,22
230503200712143698,王玫                ,1,13
230503200903101327,谢颖                ,0,11
230505193302282839,叶林飞              ,1,87
23050519420313005X,范作挺              ,1,78
230505194801283558,边晋炜              ,1,72
230505195203193880,黄善秀              ,0,68
230505195908113334,张付强              ,1,61
230505196608093495,朱溪                ,1,54
230505197007170373,黄丽群              ,1,50
230505197601191417,施伟                ,1,44
230505197607273130,彭宏民              ,1,44
230505198007272171,王立超              ,1,40
230505199304094601,连健敏              ,0,27
23050519990511409X,岳锦云              ,1,21
230505201509261194,寿洁民              ,1,5
230506194005052093,梁海                ,1,80
230506195811302661,李少君              ,0,62
23050619630227410X,朱丹娜              ,0,57
230506196509280953,张凝                ,1,55
230506198608160219,孙俊涛              ,1,34
230506198809261278,魏阁麟              ,1,32
230506199512120604,朱宁兰              ,0,25
23050619980326080X,彭海燕              ,0,22
230506200002290131,雷天                ,1,20
230506201108170896,赖忠杰              ,1,9
230521193805100937,孙森杰              ,1,82
230521194207012261,朱晓萌              ,0,78
230521195311171080,郭苹                ,0,67
230521197012210456,张中印              ,1,50
230521197811144504,出小平              ,0,42
230521198102260814,腾圣志              ,1,39
230521198702081975,顾文新              ,1,33
230521199406113906,郭春苹              ,0,26
230521199705290187,栾美霞              ,0,23
230521200411031900,陈雅菲              ,0,16
230522193109294535,戴晓玉              ,1,89
230522193110162417,林佳霓              ,1,89
230522194505071338,吴成军              ,1,75
230522195007091234,余海涛              ,1,70
230522195711154294,周普                ,1,63
230522196705121992,林一民              ,1,53
230522198606291610,杨岐                ,1,34
23052219881124037X,孔祥江              ,1,32
230522200108192281,陆梦媛              ,0,19
230522201608300319,王玉剑              ,1,4
230523193112290937,刘勇                ,1,89
230523193203020473,李振德              ,1,88
230523193701214174,朱峰高              ,1,83
230523194501234001,张风芳              ,0,75
23052319480523094X,李红霞              ,0,72
